Name,DPIIT Stage,District / City,Focus Industry,Startup India Profile,Source
AZURERIFT TECHNOLOGIES PRIVATE LIMITED,Ideation,Kharagpur,IT Services,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69f48ff7e4b07cca579868d9.html,Startup India (DPIIT profile)
ACADEMY OF SEED - SEEDLING INSTITUTE OF LEARNING LLP,Ideation,North 24 Parganas,Education,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69f485e0e4b07cca5798636f.html,Startup India (DPIIT profile)
MOXTECH INNOVATIONS PRIVATE LIMITED,Early Traction,North 24 Parganas,Technology Hardware,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69f47665e4b07cca57985c67.html,Startup India (DPIIT profile)
MATRIXITY GLOBAL PRIVATE LIMITED,Early Traction,Birbhum,Healthcare & Lifesciences,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69f45908e4b07cca5798505d.html,Startup India (DPIIT profile)
Rehearsal AI Labs Pvt Ltd,Early Traction,Kolkata,Human Resources,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69f39ca6e4b07cca5798277b.html,Startup India (DPIIT profile)
NSDVIBE CREATIONS LLP,Scaling,Kolkata,Textiles & Apparel,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69f33a27e4b07cca5797e1a0.html,Startup India (DPIIT profile)
INCUBOO VENTURES PRIVATE LIMITED,Early Traction,Kolkata,Agriculture,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69f3217be4b07cca5797c40e.html,Startup India (DPIIT profile)
WEBINDI TECHNOLOGIES PRIVATE LIMITED,Validation,North 24 Parganas,IT Services,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69f313fae4b07cca5797b684.html,Startup India (DPIIT profile)
EQUIPMED TECHNOLOGIES PRIVATE LIMITED,Early Traction,Darjeeling,Healthcare & Lifesciences,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69f2fd62e4b07cca57979d4e.html,Startup India (DPIIT profile)
REVOLTAERO SYSTEMS PVT LTD,Ideation,Kharagpur,Aeronautics Aerospace & Defence,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69f2ec39e4b07cca57978721.html,Startup India (DPIIT profile)
BRANDIGIT PRIVATE LIMITED,Ideation,Kolkata,Education,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69f1e400e4b07cca579710ac.html,Startup India (DPIIT profile)
LUMINOVA HUB (OPC) PRIVATE LIMITED,Validation,Medinipur,Renewable Energy,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69f1c804e4b07cca5796f71b.html,Startup India (DPIIT profile)
SANOVRA LLP,Ideation,Kolkata,Media & Entertainment,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69f1abbfe4b07cca5796e061.html,Startup India (DPIIT profile)
DRX CONSULT PRIVATE LIMITED,Ideation,Bankura,Healthcare & Lifesciences,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69f0aaeee4b07cca579698da.html,Startup India (DPIIT profile)
MT RIDDHISH MANUFACTURING PRIVATE LIMITED,Ideation,Hooghly,Agriculture,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69f0a705e4b07cca57969693.html,Startup India (DPIIT profile)
HG LABS (OPC) PRIVATE LIMITED,Validation,North 24 Parganas,Advertising,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69f075f7e4b07cca5796724e.html,Startup India (DPIIT profile)
SSPEAK SMART INSTITUTE (OPC) PRIVATE LIMITED,Scaling,Maldah,Education,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69f05b55e4b07cca57965d7e.html,Startup India (DPIIT profile)
UMAMI SOLUTIONS PRIVATE LIMITED,Ideation,Kolkata,Healthcare & Lifesciences,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69efd9b4e4b07cca5796360e.html,Startup India (DPIIT profile)
NYER & SINGH RAIL TECH PRIVATE LIMITED,Early Traction,Paschim Bardhaman,Construction,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69ef52bde4b07cca57960a2f.html,Startup India (DPIIT profile)
APRONHANGER PRIVATE LIMITED,Early Traction,North 24 Parganas,Healthcare & Lifesciences,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69ef5014e4b07cca57960870.html,Startup India (DPIIT profile)
INDIAN APPAREL & LIFESTYLE LLP,Validation,Howrah,Media & Entertainment,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69ef1800e4b07cca5795d3c2.html,Startup India (DPIIT profile)
SEVORA TECHNOLOGIES PRIVATE LIMITED,Early Traction,North 24 Parganas,Retail,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69eeff54e4b07cca5795bddb.html,Startup India (DPIIT profile)
AK ELECTRIC VEHICLE PRIVATE LIMITED,Early Traction,South 24 Parganas,Automotive,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69edfeb4e4b07cca57958b22.html,Startup India (DPIIT profile)
AQUANEX VENTURES PRIVATE LIMITED,Ideation,Kalimpong,Agriculture,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69ede353e4b07cca57958576.html,Startup India (DPIIT profile)
PICOPORIUM MATERIALS LLP,Scaling,North 24 Parganas,Aeronautics Aerospace & Defence,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69ecfa8fe4b07cca5795621d.html,Startup India (DPIIT profile)
RUBI MICRO SERVICES & GROUP ASSOCIATION,Validation,Siliguri,Finance Technology,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69ecd25be4b07cca579559d5.html,Startup India (DPIIT profile)
ESSAYPULSE EDUCATION PRIVATE LIMITED,Scaling,Murshidabad,Education,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69ec8bede4b07cca57953a96.html,Startup India (DPIIT profile)
CONNEXOLVE INFOTECH PRIVATE LIMITED,Early Traction,Kolkata,IT Services,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69ec867ee4b07cca5795379e.html,Startup India (DPIIT profile)
PDX NUCLEUS LLP,Ideation,Kolkata,Healthcare & Lifesciences,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69ec66a6e4b07cca5795259f.html,Startup India (DPIIT profile)
FRUIPO PRIVATE LIMITED,Scaling,South 24 Parganas,Food & Beverages,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69eb687ae4b07cca5794eaf4.html,Startup India (DPIIT profile)
RONRAJ MEDIA LLP,Validation,South 24 Parganas,Media & Entertainment,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69eb672ee4b07cca5794ea51.html,Startup India (DPIIT profile)
INDIA HAAT AGROTECH PRIVATE LIMITED,Early Traction,North 24 Parganas,Food & Beverages,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69eb4e9be4b07cca5794d971.html,Startup India (DPIIT profile)
PAYBRIDGE SERVICES LLP,Validation,Kolkata,Professional & Commercial Services,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69eb4582e4b07cca5794d24b.html,Startup India (DPIIT profile)
MLPOINT TECHNOLOGIES LLP,Validation,South 24 Parganas,IT Services,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69eb3b1ee4b07cca5794ca5d.html,Startup India (DPIIT profile)
APRIS RENEWABLE ENERGY PRIVATE LIMITED,Early Traction,Howrah,Renewable Energy,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69eb37f2e4b07cca5794c7ad.html,Startup India (DPIIT profile)
SASSGROW PRIVATE LIMITED,Ideation,Kolkata,IT Services,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69eb1825e4b07cca5794b391.html,Startup India (DPIIT profile)
SHYAM ADVANCED SYSTEMS PRIVATE LIMITED,Ideation,North 24 Parganas,Enterprise Software,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69eb1642e4b07cca5794b22a.html,Startup India (DPIIT profile)
RUTI WALA (DOT) COM LLP,Ideation,North 24 Parganas,Food & Beverages,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69eb0128e4b07cca5794a13c.html,Startup India (DPIIT profile)
YOURLOCALCOFFEEDEN PRIVATE LIMITED,Ideation,Kolkata,Food & Beverages,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69ea3761e4b07cca57947b98.html,Startup India (DPIIT profile)
KAS SHELAC & CHEMICALS PRIVATE LIMITED,Ideation,Kolkata,Chemicals,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69ea23c8e4b07cca579475f8.html,Startup India (DPIIT profile)
URBAN OASIS HOSPITALITY PRIVATE LIMITED,Ideation,Darjeeling,Travel & Tourism,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69ea1a41e4b07cca579472b7.html,Startup India (DPIIT profile)
PARTHER TECHNOLOGIES PRIVATE LIMITED,Validation,North 24 Parganas,Logistics,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69ea04c3e4b07cca579465d7.html,Startup India (DPIIT profile)
SHREE AMBIKA LOGISTICS PRIVATE LIMITED,Early Traction,Howrah,Transportation & Storage,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69e9ef1ae4b07cca57945599.html,Startup India (DPIIT profile)
SUKHSRISTI FOUNDATION,Ideation,North 24 Parganas,Finance Technology,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69e9e8d4e4b07cca5794512e.html,Startup India (DPIIT profile)
SAMSKRITA SAMSKRITI EDUCATIONAL INSTITUTE PRIVATE LIMITED,Ideation,Howrah,Education,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69e9a6e5e4b07cca579428c8.html,Startup India (DPIIT profile)
ANKANAGRO IMPEX INTERNATIONAL PRIVATE LIMITED,Validation,Purba Bardhaman,Agriculture,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69e8bb69e4b07cca5793febd.html,Startup India (DPIIT profile)
ERDE ENERGY PRIVATE LIMITED,Ideation,Kolkata,Automotive,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69e8aabde4b07cca5793f3d6.html,Startup India (DPIIT profile)
KARESPECIAL PRIVATE LIMITED,Validation,Kolkata,Healthcare & Lifesciences,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69e8721ee4b0704b9751affc.html,Startup India (DPIIT profile)
FLEETBLOC LLP,Ideation,Kolkata,Finance Technology,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69e78e7fe4b07b726dda4cfb.html,Startup India (DPIIT profile)
WASTOL INDUSTRIES PRIVATE LIMITED,Early Traction,South 24 Parganas,Non- Renewable Energy,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69e76024e4b07b726dda3851.html,Startup India (DPIIT profile)
UONELY SOLUTIONS PRIVATE LIMITED,Scaling,North 24 Parganas,Finance Technology,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69e74f9fe4b07b726dda2d97.html,Startup India (DPIIT profile)
AURUMTERRA GLOBAL PRIVATE LIMITED,Early Traction,North 24 Parganas,Food & Beverages,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69e73ff4e4b07b726dda2326.html,Startup India (DPIIT profile)
LANCEIQ SYSTEMS PRIVATE LIMITED,Validation,Kolkata,Logistics,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69e6294ae4b07b726dd9d9a6.html,Startup India (DPIIT profile)
SCIGEEKS EDU-TECH PRIVATE LIMITED,Validation,Kolkata,Education,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69e61eb1e4b07b726dd9d430.html,Startup India (DPIIT profile)
RIVERRUN TECHNOLOGIES PRIVATE LIMITED,Ideation,Purba Bardhaman,AI,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69e60ea2e4b07b726dd9ca43.html,Startup India (DPIIT profile)
ENGINOVA TECHNOLOGIES PRIVATE LIMITED,Early Traction,Kolkata,Enterprise Software,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69e5f4bfe4b0e7f6cc6093ff.html,Startup India (DPIIT profile)
DOCTORWALA,Validation,Howrah,Healthcare & Lifesciences,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69e5d89be4b0e7f6cc6082f3.html,Startup India (DPIIT profile)
COMMUNITY FOR ACADEMIC RESEARCH AND DEVELOPMENT FOUNDATION,Early Traction,Alipurduar,Education,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69e5d53ae4b0e7f6cc6080f8.html,Startup India (DPIIT profile)
ARYA FEBTEX PRIVATE LIMITED,Scaling,Kolkata,Fashion,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69e5d259e4b0e7f6cc607f28.html,Startup India (DPIIT profile)
FUSIONAEVUM INNOVATIONS PRIVATE LIMITED,Ideation,Kolkata,Architecture Interior Design,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69e5c218e4b0e7f6cc6074c0.html,Startup India (DPIIT profile)
JANAIDEAL RETAIL PRIVATE LIMITED,Early Traction,Purba Medinipur,Other Specialty Retailers,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69e5ba8ae4b0e7f6cc606fdd.html,Startup India (DPIIT profile)
MIRAE INNOVATION SOLUTIONS LLP,Early Traction,Paschim Bardhaman,Safety,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69e36978e4b0e7f6cc60124d.html,Startup India (DPIIT profile)
TEMCIA GLOBAL PRIVATE LIMITED,Ideation,North 24 Parganas,Textiles & Apparel,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69e3462ce4b0e7f6cc60034d.html,Startup India (DPIIT profile)
HEALTHYJOY FOODS AND BEVERAGES PRIVATE LIMITED,Ideation,North 24 Parganas,Food & Beverages,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69e3414de4b0e7f6cc60018b.html,Startup India (DPIIT profile)
QUANTYRA ANALYTICS PRIVATE LIMITED,Scaling,Kolkata,Analytics,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69e31cf7e4b0e7f6cc5fef65.html,Startup India (DPIIT profile)
SHOPEXER TECHNOLOGIES LLP,Validation,North 24 Parganas,Retail,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69e25b20e4b0e7f6cc5fd2cf.html,Startup India (DPIIT profile)
SHIVINDRANI INFINITY LLP,Ideation,South 24 Parganas,Healthcare & Lifesciences,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69e1de7ae4b03fe8db9ae872.html,Startup India (DPIIT profile)
NRGINTEL CONSULTANCY PRIVATE LIMITED,Ideation,Kolkata,Non- Renewable Energy,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69e1d85de4b03fe8db9ae402.html,Startup India (DPIIT profile)
SUSUNIA AGRO FARM PRIVATE LIMITED,Ideation,Bankura,Agriculture,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69e1bbd2e4b03fe8db9ad21e.html,Startup India (DPIIT profile)
HYDROVANTA ENTERPRISES LLP,Early Traction,Hooghly,Food & Beverages,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69e0f628e4b03fe8db9ab626.html,Startup India (DPIIT profile)
TAMOGHNA ENTERPRISE,Ideation,South 24 Parganas,Construction,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69e09185e4b03fe8db9a6644.html,Startup India (DPIIT profile)
NXTAMP ENERGY PRIVATE LIMITED,Validation,Kolkata,Retail,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69e08b50e4b03fe8db9a6301.html,Startup India (DPIIT profile)
AUREA GIFTS LLP,Ideation,Kolkata,Marketing,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69e06afee4b03fe8db9a516e.html,Startup India (DPIIT profile)
HILL TEA MART PRIVATE LIMITED,Ideation,North 24 Parganas,Food & Beverages,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69dfcfc8e4b03fe8db9a4095.html,Startup India (DPIIT profile)
DRRIFTAIRE DRONES PRIVATE LIMITED,Early Traction,North 24 Parganas,Aeronautics Aerospace & Defence,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69df8defe4b03fe8db9a2d0a.html,Startup India (DPIIT profile)
SHRI FREIGHT ADVISORY (OPC) PRIVATE LIMITED,Ideation,North 24 Parganas,Transportation & Storage,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69df863ce4b03fe8db9a2924.html,Startup India (DPIIT profile)
ATM SOFTEK PRIVATE LIMITED,Ideation,Nadia,IT Services,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69df7368e4b03fe8db9a1f58.html,Startup India (DPIIT profile)
ASINOVIA LLP,Ideation,Kolkata,Architecture Interior Design,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69df613ee4b03fe8db9a1440.html,Startup India (DPIIT profile)
AROI COMPLIANCE SERVICES PRIVATE LIMITED,Early Traction,North 24 Parganas,Professional & Commercial Services,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69de85cfe4b03fe8db99e0d2.html,Startup India (DPIIT profile)
MILLANO IT SOLUTIONS PRIVATE LIMITED,Scaling,Kolkata,IT Services,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69de456be4b03fe8db99d1e7.html,Startup India (DPIIT profile)
ARYODUTYI CONSTRUCTION PRIVATE LIMITED,Ideation,Kolkata,Real Estate,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69de3239e4b03fe8db99cb32.html,Startup India (DPIIT profile)
XOIP TEL INDIA PRIVATE LIMITED,Early Traction,North 24 Parganas,Telecommunication & Networking,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69dde118e4b03fe8db999d35.html,Startup India (DPIIT profile)
ABSROI PHARMACEUTICAL PRIVATE LIMITED,Early Traction,South 24 Parganas,Marketing,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69dddbd9e4b03fe8db9999fe.html,Startup India (DPIIT profile)
DP SYSTEMCARE PRIVATE LIMITED,Ideation,North 24 Parganas,IT Services,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69ddd243e4b03fe8db9993be.html,Startup India (DPIIT profile)
FALCON SUPERFOODS LLP,Validation,Hooghly,Food & Beverages,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69dd196ae4b03fe8db9976ad.html,Startup India (DPIIT profile)
SAHADHA GLOBAL HOLDINGS PRIVATE LIMITED,Ideation,Kolkata,Retail,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69dce31ce4b03fe8db996578.html,Startup India (DPIIT profile)
PADMAVATI AGRO PROJECTS PRIVATE LIMITED,Validation,North 24 Parganas,Agriculture,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69dcd238e4b0eb7de192df5f.html,Startup India (DPIIT profile)
ASTROVEDA AND CONSULTING PRIVATE LIMITED,Ideation,North 24 Parganas,Professional & Commercial Services,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69dcc28ae4b0eb7de192d5b2.html,Startup India (DPIIT profile)
AAYRA ISPAT LLP,Ideation,North 24 Parganas,Construction,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69dcae4de4b0147adf7ba38b.html,Startup India (DPIIT profile)
PASMECHBIM ENGINEERING CONSULTANT PRIVATE LIMITED,Scaling,Purba Medinipur,Architecture Interior Design,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69dc856ce4b0147adf7b8793.html,Startup India (DPIIT profile)
QUANTOTIVE FINANCIAL SOLUTIONS PRIVATE LIMITED,Ideation,South 24 Parganas,Professional & Commercial Services,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69dc82d6e4b0147adf7b85da.html,Startup India (DPIIT profile)
MALDA NATURAL GROWTH FARMING PRIVATE LIMITED,Scaling,Maldah,Agriculture,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69da2bfae4b0147adf7b1a86.html,Startup India (DPIIT profile)
FLEETORYS LOGISTICS PRIVATE LIMITED,Ideation,Kolkata,Logistics,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69da2a78e4b0147adf7b1a20.html,Startup India (DPIIT profile)
DAIRYCORE SOLUTIONS LLP,Ideation,Kolkata,Agriculture,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69da291de4b0147adf7b195a.html,Startup India (DPIIT profile)
Essential Treats Private Limited,Validation,Kolkata,Agriculture,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69d8d8eae4b0147adf7ac80e.html,Startup India (DPIIT profile)
LIFTS BAZAR PRIVATE LIMITED,Ideation,Darjeeling,Renewable Energy,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69d8ba3ce4b0147adf7aa8b9.html,Startup India (DPIIT profile)
BATCHHUB TECHNOLOGIES PRIVATE LIMITED,Early Traction,Jhargram,Education,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69d8b81fe4b0147adf7aa611.html,Startup India (DPIIT profile)
SPLENDORA CONSUMER PRODUCTS PRIVATE LIMITED,Ideation,North 24 Parganas,Food & Beverages,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69d7a289e4b086835f2179d4.html,Startup India (DPIIT profile)
RANIHATI CONSTRUCTION PRIVATE LIMITED,Early Traction,Howrah,Construction,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69d79ab8e4b086835f21747f.html,Startup India (DPIIT profile)
WILLCO INSTRUMENTS PRIVATE LIMITED,Validation,North 24 Parganas,Renewable Energy,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69d77a36e4b086835f215c1b.html,Startup India (DPIIT profile)
PURTY CONSUMER PRODUCTS PRIVATE LIMITED,Validation,North 24 Parganas,Food & Beverages,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69d775f9e4b086835f2158cd.html,Startup India (DPIIT profile)
BHISHAJYATI PHARMACEUTICAL PRIVATE LIMITED,Validation,Bankura,Healthcare & Lifesciences,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69d76db9e4b086835f21533b.html,Startup India (DPIIT profile)
YATRASPHERE HOLIDAY LLP,Ideation,Darjeeling,Travel & Tourism,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69d748ace4b086835f213ce0.html,Startup India (DPIIT profile)
EXPERTPAY TECHNOLOGIES PRIVATE LIMITED,Ideation,North 24 Parganas,AI,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69d7484ae4b086835f213c92.html,Startup India (DPIIT profile)
BHUMIPUTRA INFRACON LLP,Validation,North 24 Parganas,Construction,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69d74223e4b086835f213802.html,Startup India (DPIIT profile)
EDUSKILLIQ FUTURETECH PRIVATE LIMITED,Validation,Bankura,Education,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69d741e3e4b086835f2137d7.html,Startup India (DPIIT profile)
COMMODITY MANDI SMART PRIVATE LIMITED,Validation,Kolkata,IT Services,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69d6a911e4b086835f211aee.html,Startup India (DPIIT profile)
SAMANNT LUXURY LLP,Ideation,Kolkata,Textiles & Apparel,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69d647ffe4b0c1f12f1c2343.html,Startup India (DPIIT profile)
CAPTILIGHT PRIVATE LIMITED,Validation,South 24 Parganas,Food & Beverages,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69d63fa4e4b0c1f12f1c1cf9.html,Startup India (DPIIT profile)
ASCENDRIX CONSULTANCY SERVICES LLP,Ideation,Kolkata,Education,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69d62976e4b0eeff630969b1.html,Startup India (DPIIT profile)
NEHAA ELEGANCE PRIVATE LIMITED,Ideation,North 24 Parganas,Textiles & Apparel,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69d6073ee4b0eeff63095729.html,Startup India (DPIIT profile)
EPOCHEYE PRIVATE LIMITED,Validation,Kolkata,AR VR (Augmented + Virtual Reality),https://www.startupindia.gov.in/content/sih/en/profile.Startup.69d54516e4b0eeff63093128.html,Startup India (DPIIT profile)
NOVIRA GREEN ENERGY LLP,Early Traction,Darjeeling,Retail,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69d4e6b0e4b0eeff630910bd.html,Startup India (DPIIT profile)
IEPSSOLS PRIVATE LIMITED,Early Traction,North 24 Parganas,IT Services,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69d4b47ee4b0eeff6308f576.html,Startup India (DPIIT profile)
AGOMONI TECHNOLOGY PRIVATE LIMITED,Early Traction,North 24 Parganas,Textiles & Apparel,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69d4af82e4b0eeff6308f210.html,Startup India (DPIIT profile)
FINTRA LABS PRIVATE LIMITED,Ideation,Kolkata,AI,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69d4976ce4b0eeff6308e1c9.html,Startup India (DPIIT profile)
BETELLEAVE PRIVATE LIMITED,Ideation,South 24 Parganas,Retail,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69d39a40e4b03eeefb812c5b.html,Startup India (DPIIT profile)
ETHNO BOTANICA NATURALS PRIVATE LIMITED,Early Traction,Kolkata,Food & Beverages,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69d39721e4b03eeefb812a3c.html,Startup India (DPIIT profile)
SWARN SHREE HOSPITALITY LLP,Ideation,Kolkata,Events,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69d37e68e4b03eeefb811d8c.html,Startup India (DPIIT profile)
POLAR COOLING INDUSTRIES PRIVATE LIMITED,Ideation,Kolkata,Construction,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69d35dcae4b03eeefb810b7d.html,Startup India (DPIIT profile)
BOUTIIQUE VASTRAA LLP,Ideation,Nabadwip,Retail,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69d35d5ae4b03eeefb810b47.html,Startup India (DPIIT profile)
Triphos Power Private Limited,Validation,Kolkata,Renewable Energy,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69d35b93e4b03eeefb810a15.html,Startup India (DPIIT profile)
ECHOFUEL SOLUTIONS PRIVATE LIMITED,Scaling,Kolkata,Renewable Energy,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69d35af3e4b03eeefb8109a7.html,Startup India (DPIIT profile)
URBANZEN PRIVATE LIMITED,Early Traction,Kolkata,Professional & Commercial Services,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69d0d732e4b03eeefb8091a4.html,Startup India (DPIIT profile)
ASTERISK CREATIONS PRIVATE LIMITED,Ideation,Kolkata,Other Specialty Retailers,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69d0cdfce4b03eeefb808dc0.html,Startup India (DPIIT profile)
SKILLWAVE SOLUTIONS (OPC) PRIVATE LIMITED,Ideation,North 24 Parganas,Human Resources,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69d09eabe4b03eeefb8079a1.html,Startup India (DPIIT profile)
RESURGENIX TECHNOLOGIES PRIVATE LIMITED,Ideation,North 24 Parganas,Security Solutions,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69cf8514e4b03eeefb803d44.html,Startup India (DPIIT profile)
TRACKASE INNOVATIONS PRIVATE LIMITED,Ideation,North 24 Parganas,Enterprise Software,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69cf47b0e4b03eeefb801f73.html,Startup India (DPIIT profile)
NAVE INDUSTRIES PRIVATE LIMITED,Ideation,Purba Medinipur,Professional & Commercial Services,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69ce675be4b03eeefb7ff9e3.html,Startup India (DPIIT profile)
DOTTORE PHARMACEUTICAL LLP,Ideation,North 24 Parganas,Healthcare & Lifesciences,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69ce62a9e4b03eeefb7ff7b6.html,Startup India (DPIIT profile)
NAGESHWAR GROUP OF INDUSTRIES PRIVATE LIMITED,Ideation,Alipurduar,Automotive,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69ce49cbe4b03eeefb7fe96e.html,Startup India (DPIIT profile)
NUROX PHARMA PRIVATE LIMITED,Validation,Bankura,Healthcare & Lifesciences,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69ce46e4e4b03eeefb7fe7cb.html,Startup India (DPIIT profile)
